,Time,Currency,Headline,Actual,Forecast,Previous,DayOfWeek,YYYYMMDD,identifier
16127,20:30:00,CAD,CFTC CAD speculative net positions,-8.5K,,-13.4K,Friday,20240126,CAD16127
16129,13:30:00,CAD,GDP (MoM) (Nov),0.002,0.001,0,Wednesday,20240131,CAD16129
16130,13:31:00,CAD,GDP (MoM) (Dec),0.003,,0.002,Wednesday,20240131,CAD16130
16132,14:30:00,CAD,S&P Global Canada Manufacturing PMI (Jan),48.3,,45.4,Thursday,20240201,CAD16132
16136,20:30:00,CAD,CFTC CAD speculative net positions,-2.4K,,-8.5K,Friday,20240202,CAD16136
16138,13:15:00,CAD,Reserve Assets Total (Jan),116.3B,,118.3B,Monday,20240205,CAD16138
16140,13:30:00,CAD,Building Permits (MoM) (Dec),-0.14,0.018,-0.05,Tuesday,20240206,CAD16140
16141,15:00:00,CAD,Ivey PMI n.s.a (Jan),54.4,,43.7,Tuesday,20240206,CAD16141
16142,15:00:00,CAD,Ivey PMI (Jan),56.5,55,56.3,Tuesday,20240206,CAD16142
16145,13:30:00,CAD,Exports (Dec),64.07B,,65.33B,Wednesday,20240207,CAD16145
16146,13:30:00,CAD,Imports (Dec),64.39B,,64.27B,Wednesday,20240207,CAD16146
16147,13:30:00,CAD,Trade Balance (Dec),-0.31B,1.10B,1.06B,Wednesday,20240207,CAD16147
16150,13:30:00,CAD,Avg hourly wages Permanent employee (Jan),0.053,,0.057,Friday,20240209,CAD16150
16151,13:30:00,CAD,Employment Change (Jan),37.3K,16.0K,12.3K,Friday,20240209,CAD16151
16152,13:30:00,CAD,Full Employment Change (Jan),-11.6K,,12.1K,Friday,20240209,CAD16152
16153,13:30:00,CAD,Part Time Employment Change (Jan),48.9K,,0.3K,Friday,20240209,CAD16153
16154,13:30:00,CAD,Participation Rate (Jan),0.653,,0.001,Friday,20240209,CAD16154
16155,13:30:00,CAD,Unemployment Rate (Jan),0.057,0.059,0.058,Friday,20240209,CAD16155
16156,14:30:00,CAD,BoC Senior Loan Officer Survey (Q4),5.8,,13.2,Friday,20240209,CAD16156
16157,20:30:00,CAD,CFTC CAD speculative net positions,-7.7K,,-2.4K,Friday,20240209,CAD16157
16159,13:30:00,CAD,New Motor Vehicle Sales (MoM),128.2K,,143.7K,Wednesday,20240214,CAD16159
16160,15:00:00,CAD,Thomson Reuters IPSOS PCSI (MoM) (Feb),47.38,,49.46,Wednesday,20240214,CAD16160
16162,13:15:00,CAD,Housing Starts (Jan),223.6K,236.0K,249.0K,Thursday,20240215,CAD16162
16163,13:30:00,CAD,Manufacturing Sales (MoM) (Dec),-0.007,-0.006,0.015,Thursday,20240215,CAD16163
16165,13:30:00,CAD,Foreign Securities Purchases (Dec),10.44B,-6.45B,11.31B,Friday,20240216,CAD16165
16166,13:30:00,CAD,Foreign Securities Purchases by Canadians (Dec),29.400B,,12.380B,Friday,20240216,CAD16166
16167,13:30:00,CAD,Wholesale Sales (MoM) (Dec),0.003,0.007,0.009,Friday,20240216,CAD16167
16168,20:30:00,CAD,CFTC CAD speculative net positions,-5.5K,,-7.7K,Friday,20240216,CAD16168
16174,13:30:00,CAD,IPPI (YoY) (Jan),-0.029,,-0.028,Monday,20240219,CAD16174
16175,13:30:00,CAD,IPPI (MoM) (Jan),-0.001,-0.001,-0.016,Monday,20240219,CAD16175
16176,13:30:00,CAD,RMPI (MoM) (Jan),0.012,0.007,-0.049,Monday,20240219,CAD16176
16177,13:30:00,CAD,RMPI (YoY) (Jan),-0.064,,-0.079,Monday,20240219,CAD16177
16179,13:30:00,CAD,Common CPI (YoY) (Jan),0.034,0.038,0.039,Tuesday,20240220,CAD16179
16180,13:30:00,CAD,Core CPI (YoY) (Jan),0.024,,0.026,Tuesday,20240220,CAD16180
16181,13:30:00,CAD,Core CPI (MoM) (Jan),0.001,,-0.005,Tuesday,20240220,CAD16181
16182,13:30:00,CAD,CPI (MoM) (Jan),0,0.004,-0.003,Tuesday,20240220,CAD16182
16183,13:30:00,CAD,CPI (YoY) (Jan),0.029,0.033,0.034,Tuesday,20240220,CAD16183
16184,13:30:00,CAD,Median CPI (YoY) (Jan),0.033,0.036,0.035,Tuesday,20240220,CAD16184
16185,13:30:00,CAD,Trimmed CPI (YoY) (Jan),0.034,0.036,0.037,Tuesday,20240220,CAD16185
16188,13:30:00,CAD,New Housing Price Index (MoM) (Jan),-0.001,0.001,0,Wednesday,20240221,CAD16188
16190,13:30:00,CAD,Core Retail Sales (MoM) (Dec),0.006,0.007,-0.004,Thursday,20240222,CAD16190
16191,13:30:00,CAD,Retail Sales (MoM) (Dec),0.009,0.008,-0.002,Thursday,20240222,CAD16191
16193,12:30:00,CAD,Corporate Profits (QoQ),0.027,,0.047,Friday,20240223,CAD16193
16194,16:00:00,CAD,Budget Balance (YoY) (Dec),-23.61B,,-19.14B,Friday,20240223,CAD16194
16195,16:00:00,CAD,Budget Balance (Dec),-4.47B,,-4.01B,Friday,20240223,CAD16195
16196,20:30:00,CAD,CFTC CAD speculative net positions,-0.9K,,-5.5K,Friday,20240223,CAD16196
16198,13:30:00,CAD,Manufacturing Sales (MoM),0.004,,-0.007,Monday,20240226,CAD16198
16199,13:30:00,CAD,Wholesale Sales (MoM),-0.006,,0.003,Monday,20240226,CAD16199
16201,13:30:00,CAD,Average Weekly Earnings (YoY) (Dec),0.0377,,0.0388,Wednesday,20240228,CAD16201
16202,13:30:00,CAD,Current Account (Q4),-1.6B,-1.9B,-4.7B,Wednesday,20240228,CAD16202
16204,13:30:00,CAD,GDP Implicit Price (QoQ) (Q4),0.014,,0.017,Thursday,20240229,CAD16204
16205,13:30:00,CAD,GDP (YoY) (Q4),0.0093,,0.0046,Thursday,20240229,CAD16205
16206,13:30:00,CAD,GDP (MoM) (Dec),0,0.002,0.002,Thursday,20240229,CAD16206
16207,13:30:00,CAD,GDP (QoQ) (Q4),0.002,,-0.001,Thursday,20240229,CAD16207
16208,13:30:00,CAD,GDP Annualized (QoQ) (Q4),0.01,0.008,-0.005,Thursday,20240229,CAD16208
16209,13:31:00,CAD,GDP (MoM) (Jan),0.004,,0.003,Thursday,20240229,CAD16209
16211,14:30:00,CAD,S&P Global Canada Manufacturing PMI (Feb),49.7,,48.3,Friday,20240301,CAD16211
16212,20:30:00,CAD,CFTC CAD speculative net positions,-1.4K,,-0.9K,Friday,20240301,CAD16212
16214,13:15:00,CAD,Reserve Assets Total (Feb),116.3B,,116.3B,Tuesday,20240305,CAD16214
16216,13:30:00,CAD,Labor Productivity (QoQ) (Q4),0.004,0.002,-0.005,Wednesday,20240306,CAD16216
16218,14:45:00,CAD,BoC Interest Rate Decision,0.05,0.05,0.05,Wednesday,20240306,CAD16218
16219,15:00:00,CAD,Ivey PMI n.s.a (Feb),56.3,,54.4,Wednesday,20240306,CAD16219
16220,15:00:00,CAD,Ivey PMI (Feb),53.9,,56.5,Wednesday,20240306,CAD16220
16223,13:30:00,CAD,Building Permits (MoM) (Jan),0.135,0.046,-0.115,Thursday,20240307,CAD16223
16224,13:30:00,CAD,Exports (Jan),62.29B,,63.37B,Thursday,20240307,CAD16224
16225,13:30:00,CAD,Imports (Jan),61.79B,,64.24B,Thursday,20240307,CAD16225
16226,13:30:00,CAD,Trade Balance (Jan),0.50B,-0.10B,-0.86B,Thursday,20240307,CAD16226
16228,13:30:00,CAD,Avg hourly wages Permanent employee (Feb),0.049,,0.053,Friday,20240308,CAD16228
16229,13:30:00,CAD,Capacity Utilization Rate (Q4),0.787,0.802,0.788,Friday,20240308,CAD16229
16230,13:30:00,CAD,Employment Change (Feb),40.7K,21.1K,37.3K,Friday,20240308,CAD16230
16231,13:30:00,CAD,Full Employment Change (Feb),70.6K,,-11.6K,Friday,20240308,CAD16231
16232,13:30:00,CAD,Part Time Employment Change (Feb),-29.9K,,48.9K,Friday,20240308,CAD16232
16233,13:30:00,CAD,Participation Rate (Feb),0.653,,0.653,Friday,20240308,CAD16233
16234,13:30:00,CAD,Unemployment Rate (Feb),0.058,0.058,0.057,Friday,20240308,CAD16234
16235,20:30:00,CAD,CFTC CAD speculative net positions,-19.8K,,-1.4K,Friday,20240308,CAD16235
16237,15:00:00,CAD,Thomson Reuters IPSOS PCSI (MoM) (Mar),47.89,,47.38,Wednesday,20240313,CAD16237
16239,12:30:00,CAD,Manufacturing Sales (MoM) (Jan),0.002,0.003,-0.011,Thursday,20240314,CAD16239
16240,12:30:00,CAD,New Motor Vehicle Sales (MoM),116.9K,,128.8K,Thursday,20240314,CAD16240
16242,12:15:00,CAD,Housing Starts (Feb),253.5K,227.0K,223.2K,Friday,20240315,CAD16242
16243,12:30:00,CAD,Foreign Securities Purchases (Jan),8.88B,2.05B,10.80B,Friday,20240315,CAD16243
16244,12:30:00,CAD,Foreign Securities Purchases by Canadians (Jan),-7.590B,,29.400B,Friday,20240315,CAD16244
16245,12:30:00,CAD,Wholesale Sales (MoM) (Jan),0.001,-0.006,-0.003,Friday,20240315,CAD16245
16246,20:30:00,CAD,CFTC CAD speculative net positions,-30.9K,,-19.8K,Friday,20240315,CAD16246
16248,12:30:00,CAD,IPPI (YoY) (Feb),-0.017,,-0.029,Monday,20240318,CAD16248
16249,12:30:00,CAD,IPPI (MoM) (Feb),0.007,0,-0.001,Monday,20240318,CAD16249
16250,12:30:00,CAD,RMPI (YoY) (Feb),-0.047,,-0.065,Monday,20240318,CAD16250
16251,12:30:00,CAD,RMPI (MoM) (Feb),0.021,0.008,0.012,Monday,20240318,CAD16251
16253,12:30:00,CAD,Common CPI (YoY) (Feb),0.031,0.034,0.033,Tuesday,20240319,CAD16253
16254,12:30:00,CAD,Core CPI (MoM) (Feb),0.001,,0.001,Tuesday,20240319,CAD16254
16255,12:30:00,CAD,Core CPI (YoY) (Feb),0.021,,0.024,Tuesday,20240319,CAD16255
16256,12:30:00,CAD,CPI (MoM) (Feb),0.003,0.006,0,Tuesday,20240319,CAD16256
16257,12:30:00,CAD,CPI (YoY) (Feb),0.028,0.031,0.029,Tuesday,20240319,CAD16257
16258,12:30:00,CAD,Median CPI (YoY) (Feb),0.031,0.033,0.033,Tuesday,20240319,CAD16258
16259,12:30:00,CAD,Trimmed CPI (YoY) (Feb),0.032,0.034,0.034,Tuesday,20240319,CAD16259
16263,12:30:00,CAD,New Housing Price Index (MoM) (Feb),0.001,0.001,-0.001,Thursday,20240321,CAD16263
16266,12:30:00,CAD,Core Retail Sales (MoM) (Jan),0.005,-0.004,0.006,Friday,20240322,CAD16266
16267,12:30:00,CAD,Retail Sales (MoM) (Jan),-0.003,-0.004,0.009,Friday,20240322,CAD16267
16268,15:00:00,CAD,Budget Balance (Jan),-2.10B,,-4.47B,Friday,20240322,CAD16268
16269,15:00:00,CAD,Budget Balance (YoY) (Jan),-25.70B,,-23.61B,Friday,20240322,CAD16269
16270,19:30:00,CAD,CFTC CAD speculative net positions,-37.1K,,-30.9K,Friday,20240322,CAD16270
16272,12:30:00,CAD,Manufacturing Sales (MoM),0.007,,0.002,Monday,20240325,CAD16272
16275,12:30:00,CAD,Wholesale Sales (MoM),0.008,,0.001,Tuesday,20240326,CAD16275
16277,12:30:00,CAD,Average Weekly Earnings (YoY) (Jan),0.039,,0.0388,Thursday,20240328,CAD16277
16278,12:30:00,CAD,GDP (MoM) (Jan),0.006,0.004,-0.001,Thursday,20240328,CAD16278
16279,12:31:00,CAD,GDP (MoM) (Feb),0.004,,0.006,Thursday,20240328,CAD16279
16285,19:30:00,CAD,CFTC CAD speculative net positions,-50.3K,,-37.1K,Friday,20240329,CAD16285
16287,13:30:00,CAD,S&P Global Canada Manufacturing PMI (Mar),49.8,,49.7,Monday,20240401,CAD16287
16290,12:15:00,CAD,Reserve Assets Total (Mar),118.0B,,116.3B,Thursday,20240404,CAD16290
16291,12:30:00,CAD,Exports (Feb),66.62B,,62.98B,Thursday,20240404,CAD16291
16292,12:30:00,CAD,Imports (Feb),65.23B,,62.37B,Thursday,20240404,CAD16292
16293,12:30:00,CAD,Trade Balance (Feb),1.39B,0.70B,0.61B,Thursday,20240404,CAD16293
16295,11:00:00,CAD,Leading Index (MoM) (Feb),0.0032,,0.0021,Friday,20240405,CAD16295
16296,12:30:00,CAD,Avg hourly wages Permanent employee (Mar),0.05,,0.049,Friday,20240405,CAD16296
16297,12:30:00,CAD,Employment Change (Mar),-2.2K,25.9K,40.7K,Friday,20240405,CAD16297
16298,12:30:00,CAD,Full Employment Change (Mar),-0.7K,,70.6K,Friday,20240405,CAD16298
16299,12:30:00,CAD,Part Time Employment Change (Mar),-1.6K,,-29.9K,Friday,20240405,CAD16299
16300,12:30:00,CAD,Participation Rate (Mar),0.653,,0.653,Friday,20240405,CAD16300
16301,12:30:00,CAD,Unemployment Rate (Mar),0.061,0.059,0.058,Friday,20240405,CAD16301
16302,14:00:00,CAD,Ivey PMI n.s.a (Mar),63,,56.3,Friday,20240405,CAD16302
16303,14:00:00,CAD,Ivey PMI (Mar),57.5,54.2,53.9,Friday,20240405,CAD16303
16304,19:30:00,CAD,CFTC CAD speculative net positions,-51.2K,,-50.3K,Friday,20240405,CAD16304
16306,12:30:00,CAD,Building Permits (MoM) (Feb),0.093,-0.043,0.129,Wednesday,20240410,CAD16306
16309,13:45:00,CAD,BoC Interest Rate Decision,0.05,0.05,0.05,Wednesday,20240410,CAD16309
16311,15:00:00,CAD,Thomson Reuters IPSOS PCSI (MoM) (Apr),48.02,,47.89,Wednesday,20240410,CAD16311
16313,19:30:00,CAD,CFTC CAD speculative net positions,-53.4K,,-51.2K,Friday,20240412,CAD16313
16315,12:30:00,CAD,Manufacturing Sales (MoM) (Feb),0.007,0.007,0.002,Monday,20240415,CAD16315
16316,12:30:00,CAD,New Motor Vehicle Sales (MoM),137.7K,,116.9K,Monday,20240415,CAD16316
16317,12:30:00,CAD,Wholesale Sales (MoM) (Feb),0,0.008,-0.002,Monday,20240415,CAD16317
16319,12:15:00,CAD,Housing Starts (Mar),242.2K,244.0K,260.0K,Tuesday,20240416,CAD16319
16320,12:30:00,CAD,Common CPI (YoY) (Mar),0.029,0.031,0.031,Tuesday,20240416,CAD16320
16321,12:30:00,CAD,Core CPI (YoY) (Mar),0.02,,0.021,Tuesday,20240416,CAD16321
16322,12:30:00,CAD,Core CPI (MoM) (Mar),0.005,,0.001,Tuesday,20240416,CAD16322
16323,12:30:00,CAD,CPI (MoM) (Mar),0.006,0.007,0.003,Tuesday,20240416,CAD16323
16324,12:30:00,CAD,CPI (YoY) (Mar),0.029,,0.028,Tuesday,20240416,CAD16324
16325,12:30:00,CAD,Median CPI (YoY) (Mar),0.028,0.03,0.03,Tuesday,20240416,CAD16325
16326,12:30:00,CAD,Trimmed CPI (YoY) (Mar),0.031,0.032,0.032,Tuesday,20240416,CAD16326
16329,12:30:00,CAD,Foreign Securities Purchases (Feb),-8.78B,10.10B,8.88B,Wednesday,20240417,CAD16329
16330,12:30:00,CAD,Foreign Securities Purchases by Canadians (Feb),24.190B,,-7.610B,Wednesday,20240417,CAD16330
16332,19:30:00,CAD,CFTC CAD speculative net positions,-82.8K,,-53.4K,Friday,20240419,CAD16332
16334,12:30:00,CAD,IPPI (YoY) (Mar),-0.005,,-0.014,Monday,20240422,CAD16334
16335,12:30:00,CAD,IPPI (MoM) (Mar),0.008,0.008,0.011,Monday,20240422,CAD16335
16336,12:30:00,CAD,New Housing Price Index (MoM) (Mar),0,0.001,0.001,Monday,20240422,CAD16336
16337,12:30:00,CAD,RMPI (YoY) (Mar),0.008,,-0.047,Monday,20240422,CAD16337
16338,12:30:00,CAD,RMPI (MoM) (Mar),0.047,0.029,0.021,Monday,20240422,CAD16338
16340,12:30:00,CAD,Core Retail Sales (MoM) (Feb),-0.003,0,0.004,Wednesday,20240424,CAD16340
16341,12:30:00,CAD,Manufacturing Sales (MoM),-0.028,,0.007,Wednesday,20240424,CAD16341
16342,12:30:00,CAD,Retail Sales (MoM) (Feb),-0.001,0.001,-0.003,Wednesday,20240424,CAD16342
16345,12:30:00,CAD,Average Weekly Earnings (YoY) (Feb),0.0453,,0.0374,Thursday,20240425,CAD16345
16347,12:30:00,CAD,Wholesale Sales (MoM),0.013,,0,Friday,20240426,CAD16347
16348,15:00:00,CAD,Budget Balance (Feb),8.30B,,-2.10B,Friday,20240426,CAD16348
16349,19:30:00,CAD,CFTC CAD speculative net positions,-76.5K,,-82.8K,Friday,20240426,CAD16349
16351,12:30:00,CAD,GDP (MoM) (Feb),0.002,0.003,0.005,Tuesday,20240430,CAD16351
16352,12:31:00,CAD,GDP (MoM) (Mar),0,,0.002,Tuesday,20240430,CAD16352
16355,13:30:00,CAD,S&P Global Canada Manufacturing PMI (Apr),49.4,50.2,49.8,Wednesday,20240501,CAD16355
16360,12:30:00,CAD,Exports (Mar),62.56B,,66.10B,Thursday,20240502,CAD16360
16361,12:30:00,CAD,Imports (Mar),64.84B,,65.62B,Thursday,20240502,CAD16361
16362,12:30:00,CAD,Trade Balance (Mar),-2.28B,1.10B,0.48B,Thursday,20240502,CAD16362
16366,12:15:00,CAD,Reserve Assets Total (Apr),121.0B,,118.0B,Friday,20240503,CAD16366
16367,19:30:00,CAD,CFTC CAD speculative net positions,-63.2K,,-76.5K,Friday,20240503,CAD16367
16369,10:00:00,CAD,Leading Index (MoM) (Mar),0.0026,,0.0025,Sunday,20240505,CAD16369
16371,14:00:00,CAD,Ivey PMI n.s.a (Apr),65.7,,63,Tuesday,20240507,CAD16371
16372,14:00:00,CAD,Ivey PMI (Apr),63,58.1,57.5,Tuesday,20240507,CAD16372
16375,15:00:00,CAD,Thomson Reuters IPSOS PCSI (MoM) (May),47.25,,48.02,Wednesday,20240508,CAD16375
16380,12:30:00,CAD,Avg hourly wages Permanent employee,0.048,,0.05,Friday,20240510,CAD16380
16381,12:30:00,CAD,Employment Change (Apr),90.4K,20.9K,-2.2K,Friday,20240510,CAD16381
16382,12:30:00,CAD,Full Employment Change (Apr),40.1K,,-0.7K,Friday,20240510,CAD16382
16383,12:30:00,CAD,Part Time Employment Change (Apr),50.3K,,-1.6K,Friday,20240510,CAD16383
16384,12:30:00,CAD,Participation Rate (Apr),0.654,,0.653,Friday,20240510,CAD16384
16385,12:30:00,CAD,Unemployment Rate (Apr),0.061,0.062,0.061,Friday,20240510,CAD16385
16386,14:30:00,CAD,BoC Senior Loan Officer Survey (Q1),2.6,,5.8,Friday,20240510,CAD16386
16387,19:30:00,CAD,CFTC CAD speculative net positions,-69.2K,,-63.2K,Friday,20240510,CAD16387
16389,12:30:00,CAD,Building Permits (MoM) (Mar),-0.117,-0.046,0.089,Monday,20240513,CAD16389
16391,11:00:00,CAD,Leading Index (MoM) (Apr),0.0019,,0.0022,Tuesday,20240514,CAD16391
16392,12:30:00,CAD,New Motor Vehicle Sales (MoM),172.1K,,136.6K,Tuesday,20240514,CAD16392
16393,12:30:00,CAD,Wholesale Sales (MoM) (Mar),-0.011,-0.009,0.002,Tuesday,20240514,CAD16393
16395,12:15:00,CAD,Housing Starts (Apr),240.2K,239.0K,242.3K,Wednesday,20240515,CAD16395
16396,12:30:00,CAD,Manufacturing Sales (MoM) (Mar),-0.021,-0.024,0.009,Wednesday,20240515,CAD16396
16398,12:30:00,CAD,Foreign Securities Purchases (Mar),14.37B,3.51B,-4.28B,Friday,20240517,CAD16398
16399,12:30:00,CAD,Foreign Securities Purchases by Canadians (Mar),35.610B,,24.160B,Friday,20240517,CAD16399
16400,19:30:00,CAD,CFTC CAD speculative net positions,-80.3K,,-69.2K,Friday,20240517,CAD16400
16407,12:30:00,CAD,Common CPI (YoY) (Apr),0.026,0.028,0.029,Tuesday,20240521,CAD16407
16408,12:30:00,CAD,Core CPI (YoY) (Apr),0.016,,0.02,Tuesday,20240521,CAD16408
16409,12:30:00,CAD,Core CPI (MoM) (Apr),0.002,,0.005,Tuesday,20240521,CAD16409
16410,12:30:00,CAD,CPI (YoY) (Apr),0.027,0.027,0.029,Tuesday,20240521,CAD16410
16411,12:30:00,CAD,CPI (MoM) (Apr),0.005,0.005,0.006,Tuesday,20240521,CAD16411
16412,12:30:00,CAD,Median CPI (YoY) (Apr),0.026,0.027,0.029,Tuesday,20240521,CAD16412
16413,12:30:00,CAD,Trimmed CPI (YoY) (Apr),0.029,0.029,0.032,Tuesday,20240521,CAD16413
16415,12:30:00,CAD,New Housing Price Index (MoM),0.002,0.001,0,Thursday,20240523,CAD16415
16417,12:30:00,CAD,Core Retail Sales (MoM) (Mar),-0.006,0.003,-0.002,Friday,20240524,CAD16417
16418,12:30:00,CAD,Corporate Profits (QoQ),0.006,,0.027,Friday,20240524,CAD16418
16419,12:30:00,CAD,Manufacturing Sales (MoM),0.012,,-0.021,Friday,20240524,CAD16419
16420,12:30:00,CAD,Retail Sales (MoM) (Mar),-0.002,-0.001,-0.001,Friday,20240524,CAD16420
16421,19:30:00,CAD,CFTC CAD speculative net positions,-90.8K,,-80.3K,Friday,20240524,CAD16421
16423,12:30:00,CAD,Wholesale Sales (MoM) (Apr),0.028,,-0.011,Monday,20240527,CAD16423
16425,12:30:00,CAD,IPPI (MoM) (Apr),0.015,0.008,0.009,Tuesday,20240528,CAD16425
16426,12:30:00,CAD,IPPI (YoY) (Apr),0.014,,-0.004,Tuesday,20240528,CAD16426
16427,12:30:00,CAD,RMPI (YoY) (Apr),0.031,,0.004,Tuesday,20240528,CAD16427
16428,12:30:00,CAD,RMPI (MoM) (Apr),0.055,0.031,0.043,Tuesday,20240528,CAD16428
16430,12:30:00,CAD,Average Weekly Earnings (YoY) (Mar),0.042,,0.0432,Thursday,20240530,CAD16430
16431,12:30:00,CAD,Current Account (Q1),-5.4B,-5.5B,-4.5B,Thursday,20240530,CAD16431
16433,12:30:00,CAD,GDP Implicit Price (QoQ) (Q1),-0.003,,0.015,Friday,20240531,CAD16433
16434,12:30:00,CAD,GDP (MoM) (Mar),0,0,0.002,Friday,20240531,CAD16434
16435,12:30:00,CAD,GDP (YoY) (Q1),0.0053,,0.0097,Friday,20240531,CAD16435
16436,12:30:00,CAD,GDP (QoQ) (Q1),0.004,,0,Friday,20240531,CAD16436
16437,12:30:00,CAD,GDP Annualized (QoQ) (Q1),0.017,0.022,0.001,Friday,20240531,CAD16437
16438,12:31:00,CAD,GDP (MoM) (Apr),0.003,,0,Friday,20240531,CAD16438
16439,15:00:00,CAD,Budget Balance (Mar),-33.59B,,8.30B,Friday,20240531,CAD16439
16440,15:00:00,CAD,Budget Balance (YoY) (Mar),-50.93B,,-25.70B,Friday,20240531,CAD16440
